[0][0]: 1.250000, 3FA00000
[7][28]: 37404.898438, 47121CE6
[7][29]: 38164.894531, 471514E5
[7][30]: 38924.894531, 47180CE5
[7][31]: 39684.894531, 471B04E5
[8][0]: 16688.980469, 468261F6
[8][1]: 17480.980469, 468891F6
[8][2]: 18272.980469, 468EC1F6
[8][3]: 19064.980469, 4694F1F6
[8][4]: 19856.980469, 469B21F6
[8][5]: 20648.980469, 46A151F6
[8][6]: 21440.980469, 46A781F6
[8][7]: 22232.980469, 46ADB1F6
[8][8]: 23024.980469, 46B3E1F6
[8][9]: 23816.980469, 46BA11F6
[8][10]: 24608.980469, 46C041F6
[8][11]: 25400.980469, 46C671F6
[8][12]: 26192.976562, 46CCA1F4
[8][13]: 26984.976562, 46D2D1F4
[8][14]: 27776.976562, 46D901F4
[8][15]: 28568.980469, 46DF31F6
[8][16]: 29360.980469, 46E561F6
[8][17]: 30152.980469, 46EB91F6
[8][18]: 30944.980469, 46F1C1F6
[8][19]: 31736.980469, 46F7F1F6
[8][20]: 32528.980469, 46FE21F6
[8][21]: 33320.980469, 470228FB
[8][22]: 34112.980469, 470540FB
[8][23]: 34904.980469, 470858FB
[8][24]: 35696.980469, 470B70FB
[8][25]: 36488.980469, 470E88FB
[8][26]: 37280.980469, 4711A0FB
[8][27]: 38072.980469, 4714B8FB
[8][28]: 38864.980469, 4717D0FB
[8][29]: 39656.980469, 471AE8FB
[8][30]: 40448.976562, 471E00FA
[8][31]: 41240.976562, 472118FA
[9][0]: 17253.060547, 4686CA1F
[9][1]: 18077.060547, 468D3A1F
[9][2]: 18901.060547, 4693AA1F
[9][3]: 19725.060547, 469A1A1F
[9][4]: 20549.060547, 46A08A1F
[9][5]: 21373.060547, 46A6FA1F
[9][6]: 22197.060547, 46AD6A1F
[9][7]: 23021.060547, 46B3DA1F
[9][8]: 23845.060547, 46BA4A1F
[9][9]: 24669.060547, 46C0BA1F
[9][10]: 25493.060547, 46C72A1F
[9][11]: 26317.060547, 46CD9A1F
[9][12]: 27141.060547, 46D40A1F
[9][13]: 27965.056641, 46DA7A1D
[9][14]: 28789.056641, 46E0EA1D
[9][15]: 29613.056641, 46E75A1D
[9][16]: 30437.060547, 46EDCA1F
[9][17]: 31261.060547, 46F43A1F
[9][18]: 32085.060547, 46FAAA1F
[9][19]: 32909.058594, 47008D0F
[9][20]: 33733.058594, 4703C50F
[9][21]: 34557.058594, 4706FD0F
[9][22]: 35381.058594, 470A350F
[9][23]: 36205.058594, 470D6D0F
[9][24]: 37029.058594, 4710A50F
[9][25]: 37853.062500, 4713DD10
[9][26]: 38677.058594, 4717150F
[9][27]: 39501.058594, 471A4D0F
[9][28]: 40325.058594, 471D850F
[9][29]: 41149.058594, 4720BD0F
[9][30]: 41973.058594, 4723F50F
[9][31]: 42797.054688, 47272D0E
[10][0]: 17817.138672, 468B3247
[10][1]: 18673.138672, 4691E247
[10][2]: 19529.140625, 46989248
[10][3]: 20385.140625, 469F4248
[10][4]: 21241.142578, 46A5F249
[10][5]: 22097.138672, 46ACA247
[10][6]: 22953.138672, 46B35247
[10][7]: 23809.138672, 46BA0247
[10][8]: 24665.138672, 46C0B247
[10][9]: 25521.138672, 46C76247
[10][10]: 26377.138672, 46CE1247
[10][11]: 27233.138672, 46D4C247
[10][12]: 28089.138672, 46DB7247
[10][13]: 28945.138672, 46E22247
[10][14]: 29801.138672, 46E8D247
[10][15]: 30657.138672, 46EF8247
[10][16]: 31513.138672, 46F63247
[10][17]: 32369.138672, 46FCE247
[10][18]: 33225.140625, 4701C924
[10][19]: 34081.140625, 47052124
[10][20]: 34937.140625, 47087924
[10][21]: 35793.136719, 470BD123
[10][22]: 36649.136719, 470F2923
[10][23]: 37505.136719, 47128123
[10][24]: 38361.140625, 4715D924
[10][25]: 39217.140625, 47193124
[10][26]: 40073.140625, 471C8924
[10][27]: 40929.140625, 471FE124
[10][28]: 41785.140625, 47233924
[10][29]: 42641.140625, 47269124
[10][30]: 43497.136719, 4729E923
[10][31]: 44353.136719, 472D4123
[11][0]: 18381.220703, 468F9A71
[11][1]: 19269.218750, 46968A70
[11][2]: 20157.218750, 469D7A70
[11][3]: 21045.218750, 46A46A70
[11][4]: 21933.218750, 46AB5A70
[11][5]: 22821.218750, 46B24A70
[11][6]: 23709.218750, 46B93A70
[11][7]: 24597.218750, 46C02A70
[11][8]: 25485.218750, 46C71A70
[11][9]: 26373.218750, 46CE0A70
[11][10]: 27261.218750, 46D4FA70
[11][11]: 28149.218750, 46DBEA70
[11][12]: 29037.218750, 46E2DA70
[11][13]: 29925.218750, 46E9CA70
[11][14]: 30813.218750, 46F0BA70
[11][15]: 31701.218750, 46F7AA70
[11][16]: 32589.218750, 46FE9A70
[11][17]: 33477.218750, 4702C538
[11][18]: 34365.218750, 47063D38
[11][19]: 35253.218750, 4709B538
[11][20]: 36141.218750, 470D2D38
[11][21]: 37029.218750, 4710A538
[11][22]: 37917.218750, 47141D38
[11][23]: 38805.218750, 47179538
[11][24]: 39693.218750, 471B0D38
[11][25]: 40581.218750, 471E8538
[11][26]: 41469.218750, 4721FD38
[11][27]: 42357.218750, 47257538
[11][28]: 43245.222656, 4728ED39
[11][29]: 44133.222656, 472C6539
[11][30]: 45021.222656, 472FDD39
[11][31]: 45909.218750, 47335538
[12][0]: 18945.300781, 4694029A
[12][1]: 19865.300781, 469B329A
[12][2]: 20785.298828, 46A26299
[12][3]: 21705.298828, 46A99299
[12][4]: 22625.298828, 46B0C299
[12][5]: 23545.298828, 46B7F299
[12][6]: 24465.298828, 46BF2299
[12][7]: 25385.298828, 46C65299
[12][8]: 26305.298828, 46CD8299
[12][9]: 27225.298828, 46D4B299
[12][10]: 28145.298828, 46DBE299
[12][11]: 29065.298828, 46E31299
[12][12]: 29985.298828, 46EA4299
[12][13]: 30905.298828, 46F17299
[12][14]: 31825.298828, 46F8A299
[12][15]: 32745.298828, 46FFD299
[12][16]: 33665.296875, 4703814C
[12][17]: 34585.296875, 4707194C
[12][18]: 35505.296875, 470AB14C
[12][19]: 36425.296875, 470E494C
[12][20]: 37345.296875, 4711E14C
[12][21]: 38265.296875, 4715794C
[12][22]: 39185.296875, 4719114C
[12][23]: 40105.296875, 471CA94C
[12][24]: 41025.296875, 4720414C
[12][25]: 41945.296875, 4723D94C
[12][26]: 42865.296875, 4727714C
[12][27]: 43785.296875, 472B094C
[12][28]: 44705.296875, 472EA14C
[12][29]: 45625.300781, 4732394D
[12][30]: 46545.300781, 4735D14D
[12][31]: 47465.300781, 4739694D
[13][0]: 19509.380859, 46986AC3
[13][1]: 20461.380859, 469FDAC3
[13][2]: 21413.380859, 46A74AC3
[13][3]: 22365.378906, 46AEBAC2
[13][4]: 23317.378906, 46B62AC2
[13][5]: 24269.380859, 46BD9AC3
[13][6]: 25221.380859, 46C50AC3
[13][7]: 26173.380859, 46CC7AC3
[13][8]: 27125.380859, 46D3EAC3
[13][9]: 28077.380859, 46DB5AC3
[13][10]: 29029.380859, 46E2CAC3
[13][11]: 29981.380859, 46EA3AC3
[13][12]: 30933.380859, 46F1AAC3
[13][13]: 31885.380859, 46F91AC3
[13][14]: 32837.378906, 47004561
[13][15]: 33789.378906, 4703FD61
[13][16]: 34741.378906, 4707B561
[13][17]: 35693.378906, 470B6D61
[13][18]: 36645.378906, 470F2561
[13][19]: 37597.375000, 4712DD60
[13][20]: 38549.375000, 47169560
[13][21]: 39501.375000, 471A4D60
[13][22]: 40453.378906, 471E0561
[13][23]: 41405.378906, 4721BD61
[13][24]: 42357.378906, 47257561
[13][25]: 43309.378906, 47292D61
[13][26]: 44261.378906, 472CE561
[13][27]: 45213.378906, 47309D61
[13][28]: 46165.378906, 47345561
[13][29]: 47117.378906, 47380D61
[13][30]: 48069.378906, 473BC561
[13][31]: 49021.378906, 473F7D61
[14][0]: 20073.460938, 469CD2EC
[14][1]: 21057.460938, 46A482EC
[14][2]: 22041.460938, 46AC32EC
[14][3]: 23025.460938, 46B3E2EC
[14][4]: 24009.458984, 46BB92EB
[14][5]: 24993.458984, 46C342EB
[14][6]: 25977.458984, 46CAF2EB
[14][7]: 26961.460938, 46D2A2EC
[14][8]: 27945.460938, 46DA52EC
[14][9]: 28929.460938, 46E202EC
[14][10]: 29913.460938, 46E9B2EC
[14][11]: 30897.460938, 46F162EC
[14][12]: 31881.460938, 46F912EC
[14][13]: 32865.460938, 47006176
[14][14]: 33849.460938, 47043976
[14][15]: 34833.460938, 47081176
[14][16]: 35817.460938, 470BE976
[14][17]: 36801.460938, 470FC176
[14][18]: 37785.460938, 47139976
[14][19]: 38769.460938, 47177176
[14][20]: 39753.460938, 471B4976
[14][21]: 40737.457031, 471F2175
[14][22]: 41721.457031, 4722F975
[14][23]: 42705.457031, 4726D175
[14][24]: 43689.464844, 472AA977
[14][25]: 44673.464844, 472E8177
[14][26]: 45657.460938, 47325976
[14][27]: 46641.460938, 47363176
[14][28]: 47625.460938, 473A0976
[14][29]: 48609.460938, 473DE176
[14][30]: 49593.460938, 4741B976
[14][31]: 50577.460938, 47459176
[15][0]: 20637.537109, 46A13B13
[15][1]: 21653.539062, 46A92B14
[15][2]: 22669.539062, 46B11B14
[15][3]: 23685.539062, 46B90B14
[15][4]: 24701.539062, 46C0FB14
[15][5]: 25717.537109, 46C8EB13
[15][6]: 26733.537109, 46D0DB13
[15][7]: 27749.539062, 46D8CB14
[15][8]: 28765.539062, 46E0BB14
[15][9]: 29781.539062, 46E8AB14
[15][10]: 30797.539062, 46F09B14
[15][11]: 31813.539062, 46F88B14
[15][12]: 32829.539062, 47003D8A
[15][13]: 33845.539062, 4704358A
[15][14]: 34861.539062, 47082D8A
[15][15]: 35877.539062, 470C258A
[15][16]: 36893.539062, 47101D8A
[15][17]: 37909.539062, 4714158A
[15][18]: 38925.539062, 47180D8A
[15][19]: 39941.539062, 471C058A
[15][20]: 40957.539062, 471FFD8A
[15][21]: 41973.539062, 4723F58A
[15][22]: 42989.535156, 4727ED89
[15][23]: 44005.535156, 472BE589
[15][24]: 45021.535156, 472FDD89
[15][25]: 46037.535156, 4733D589
[15][26]: 47053.542969, 4737CD8B
[15][27]: 48069.542969, 473BC58B
[15][28]: 49085.539062, 473FBD8A
[15][29]: 50101.539062, 4743B58A
[15][30]: 51117.539062, 4747AD8A
[15][31]: 52133.539062, 474BA58A
[16][0]: 21201.617188, 46A5A33C
[16][1]: 22249.617188, 46ADD33C
[16][2]: 23297.619141, 46B6033D
[16][3]: 24345.619141, 46BE333D
[16][4]: 25393.619141, 46C6633D
[16][5]: 26441.619141, 46CE933D
[16][6]: 27489.617188, 46D6C33C
[16][7]: 28537.619141, 46DEF33D
[16][8]: 29585.619141, 46E7233D
[16][9]: 30633.619141, 46EF533D
[16][10]: 31681.621094, 46F7833E
[16][11]: 32729.621094, 46FFB33E
[16][12]: 33777.621094, 4703F19F
[16][13]: 34825.617188, 4708099E
[16][14]: 35873.617188, 470C219E
[16][15]: 36921.617188, 4710399E
[16][16]: 37969.621094, 4714519F
[16][17]: 39017.621094, 4718699F
[16][18]: 40065.621094, 471C819F
[16][19]: 41113.617188, 4720999E
[16][20]: 42161.617188, 4724B19E
[16][21]: 43209.617188, 4728C99E
[16][22]: 44257.617188, 472CE19E
[16][23]: 45305.617188, 4730F99E
[16][24]: 46353.617188, 4735119E
[16][25]: 47401.617188, 4739299E
[16][26]: 48449.617188, 473D419E
[16][27]: 49497.617188, 4741599E
[16][28]: 50545.617188, 4745719E
[16][29]: 51593.617188, 4749899E
[16][30]: 52641.617188, 474DA19E
[16][31]: 53689.617188, 4751B99E
[17][0]: 21765.701172, 46AA0B67
[17][1]: 22845.697266, 46B27B65
[17][2]: 23925.697266, 46BAEB65
[17][3]: 25005.699219, 46C35B66
[17][4]: 26085.699219, 46CBCB66
[17][5]: 27165.699219, 46D43B66
[17][6]: 28245.699219, 46DCAB66
[17][7]: 29325.697266, 46E51B65
[17][8]: 30405.697266, 46ED8B65
[17][9]: 31485.699219, 46F5FB66
[17][10]: 32565.699219, 46FE6B66
[17][11]: 33645.699219, 47036DB3
[17][12]: 34725.703125, 4707A5B4
[17][13]: 35805.703125, 470BDDB4
[17][14]: 36885.703125, 471015B4
[17][15]: 37965.695312, 47144DB2
[17][16]: 39045.695312, 471885B2
[17][17]: 40125.703125, 471CBDB4
[17][18]: 41205.703125, 4720F5B4
[17][19]: 42285.703125, 47252DB4
[17][20]: 43365.695312, 472965B2
[17][21]: 44445.695312, 472D9DB2
[17][22]: 45525.695312, 4731D5B2
[17][23]: 46605.695312, 47360DB2
[17][24]: 47685.695312, 473A45B2
[17][25]: 48765.695312, 473E7DB2
[17][26]: 49845.695312, 4742B5B2
[17][27]: 50925.695312, 4746EDB2
[17][28]: 52005.703125, 474B25B4
[17][29]: 53085.703125, 474F5DB4
[17][30]: 54165.703125, 475395B4
[17][31]: 55245.699219, 4757CDB3
[18][0]: 22329.779297, 46AE738F
[18][1]: 23441.779297, 46B7238F
[18][2]: 24553.777344, 46BFD38E
[18][3]: 25665.777344, 46C8838E
[18][4]: 26777.779297, 46D1338F
[18][5]: 27889.779297, 46D9E38F
[18][6]: 29001.779297, 46E2938F
[18][7]: 30113.779297, 46EB438F
[18][8]: 31225.777344, 46F3F38E
[18][9]: 32337.777344, 46FCA38E
[18][10]: 33449.777344, 4702A9C7
[18][11]: 34561.777344, 470701C7
[18][12]: 35673.781250, 470B59C8
[18][13]: 36785.781250, 470FB1C8
[18][14]: 37897.781250, 471409C8
[18][15]: 39009.781250, 471861C8
[18][16]: 40121.781250, 471CB9C8
[18][17]: 41233.773438, 472111C6
[18][18]: 42345.773438, 472569C6
[18][19]: 43457.781250, 4729C1C8
[18][20]: 44569.781250, 472E19C8
[18][21]: 45681.781250, 473271C8
[18][22]: 46793.781250, 4736C9C8
[18][23]: 47905.781250, 473B21C8
[18][24]: 49017.781250, 473F79C8
[18][25]: 50129.781250, 4743D1C8
[18][26]: 51241.781250, 474829C8
[18][27]: 52353.781250, 474C81C8
[18][28]: 53465.773438, 4750D9C6
[18][29]: 54577.773438, 475531C6
[18][30]: 55689.781250, 475989C8
[18][31]: 56801.781250, 475DE1C8
[19][0]: 22893.861328, 46B2DBB9
[19][1]: 24037.861328, 46BBCBB9
[19][2]: 25181.861328, 46C4BBB9
[19][3]: 26325.857422, 46CDABB7
[19][4]: 27469.857422, 46D69BB7
[19][5]: 28613.859375, 46DF8BB8
[19][6]: 29757.859375, 46E87BB8
[19][7]: 30901.859375, 46F16BB8
[19][8]: 32045.859375, 46FA5BB8
[19][9]: 33189.855469, 4701A5DB
[19][10]: 34333.855469, 47061DDB
[19][11]: 35477.859375, 470A95DC
[19][12]: 36621.859375, 470F0DDC
[19][13]: 37765.859375, 471385DC
[19][14]: 38909.859375, 4717FDDC
[19][15]: 40053.863281, 471C75DD
[19][16]: 41197.863281, 4720EDDD
[19][17]: 42341.863281, 472565DD
[19][18]: 43485.855469, 4729DDDB
[19][19]: 44629.855469, 472E55DB
[19][20]: 45773.855469, 4732CDDB
[19][21]: 46917.863281, 473745DD
[19][22]: 48061.855469, 473BBDDB
[19][23]: 49205.855469, 474035DB
[19][24]: 50349.855469, 4744ADDB
[19][25]: 51493.855469, 474925DB
[19][26]: 52637.855469, 474D9DDB
[19][27]: 53781.855469, 475215DB
[19][28]: 54925.855469, 47568DDB
[19][29]: 56069.855469, 475B05DB
[19][30]: 57213.855469, 475F7DDB
[19][31]: 58357.855469, 4763F5DB
[20][0]: 23457.939453, 46B743E1
[20][1]: 24633.941406, 46C073E2
[20][2]: 25809.941406, 46C9A3E2
[20][3]: 26985.941406, 46D2D3E2
[20][4]: 28161.939453, 46DC03E1
[20][5]: 29337.937500, 46E533E0
[20][6]: 30513.941406, 46EE63E2
[20][7]: 31689.939453, 46F793E1
[20][8]: 32865.937500, 470061F0
[20][9]: 34041.937500, 4704F9F0
[20][10]: 35217.933594, 470991EF
[20][11]: 36393.933594, 470E29EF
[20][12]: 37569.937500, 4712C1F0
[20][13]: 38745.937500, 471759F0
[20][14]: 39921.937500, 471BF1F0
[20][15]: 41097.937500, 472089F0
[20][16]: 42273.937500, 472521F0
[20][17]: 43449.937500, 4729B9F0
[20][18]: 44625.937500, 472E51F0
[20][19]: 45801.937500, 4732E9F0
[20][20]: 46977.937500, 473781F0
[20][21]: 48153.937500, 473C19F0
[20][22]: 49329.937500, 4740B1F0
[20][23]: 50505.937500, 474549F0
[20][24]: 51681.937500, 4749E1F0
[20][25]: 52857.937500, 474E79F0
[20][26]: 54033.937500, 475311F0
[20][27]: 55209.937500, 4757A9F0
[20][28]: 56385.937500, 475C41F0
[20][29]: 57561.937500, 4760D9F0
[20][30]: 58737.937500, 476571F0
[20][31]: 59913.937500, 476A09F0
[21][0]: 24022.019531, 46BBAC0A
[21][1]: 25230.019531, 46C51C0A
[21][2]: 26438.019531, 46CE8C0A
[21][3]: 27646.019531, 46D7FC0A
[21][4]: 28854.019531, 46E16C0A
[21][5]: 30062.019531, 46EADC0A
[21][6]: 31270.017578, 46F44C09
[21][7]: 32478.019531, 46FDBC0A
[21][8]: 33686.019531, 47039605
[21][9]: 34894.019531, 47084E05
[21][10]: 36102.019531, 470D0605
[21][11]: 37310.015625, 4711BE04
[21][12]: 38518.015625, 47167604
[21][13]: 39726.015625, 471B2E04
[21][14]: 40934.015625, 471FE604
[21][15]: 42142.015625, 47249E04
[21][16]: 43350.015625, 47295604
[21][17]: 44558.015625, 472E0E04
[21][18]: 45766.015625, 4732C604
[21][19]: 46974.015625, 47377E04
[21][20]: 48182.015625, 473C3604
[21][21]: 49390.015625, 4740EE04
[21][22]: 50598.015625, 4745A604
[21][23]: 51806.015625, 474A5E04
[21][24]: 53014.015625, 474F1604
[21][25]: 54222.015625, 4753CE04
[21][26]: 55430.015625, 47588604
[21][27]: 56638.015625, 475D3E04
[21][28]: 57846.015625, 4761F604
[21][29]: 59054.015625, 4766AE04
[21][30]: 60262.015625, 476B6604
[21][31]: 61470.015625, 47701E04
[22][0]: 24586.099609, 46C01433
[22][1]: 25826.099609, 46C9C433
[22][2]: 27066.099609, 46D37433
[22][3]: 28306.099609, 46DD2433
[22][4]: 29546.099609, 46E6D433
[22][5]: 30786.099609, 46F08433
[22][6]: 32026.099609, 46FA3433
[22][7]: 33266.097656, 4701F219
[22][8]: 34506.097656, 4706CA19
[22][9]: 35746.101562, 470BA21A
[22][10]: 36986.101562, 47107A1A
[22][11]: 38226.101562, 4715521A
[22][12]: 39466.097656, 471A2A19
[22][13]: 40706.097656, 471F0219
[22][14]: 41946.097656, 4723DA19
[22][15]: 43186.097656, 4728B219
[22][16]: 44426.097656, 472D8A19
[22][17]: 45666.097656, 47326219
[22][18]: 46906.097656, 47373A19
[22][19]: 48146.097656, 473C1219
[22][20]: 49386.097656, 4740EA19
[22][21]: 50626.097656, 4745C219
[22][22]: 51866.097656, 474A9A19
[22][23]: 53106.097656, 474F7219
[22][24]: 54346.097656, 47544A19
[22][25]: 55586.097656, 47592219
[22][26]: 56826.097656, 475DFA19
[22][27]: 58066.097656, 4762D219
[22][28]: 59306.097656, 4767AA19
[22][29]: 60546.097656, 476C8219
[22][30]: 61786.097656, 47715A19
[22][31]: 63026.097656, 47763219
[23][0]: 25150.179688, 46C47C5C
[23][1]: 26422.179688, 46CE6C5C
[23][2]: 27694.179688, 46D85C5C
[23][3]: 28966.179688, 46E24C5C
[23][4]: 30238.179688, 46EC3C5C
[23][5]: 31510.179688, 46F62C5C
[23][6]: 32782.179688, 47000E2E
[23][7]: 34054.179688, 4705062E
[23][8]: 35326.175781, 4709FE2D
[23][9]: 36598.175781, 470EF62D
[23][10]: 37870.179688, 4713EE2E
[23][11]: 39142.179688, 4718E62E
[23][12]: 40414.179688, 471DDE2E
[23][13]: 41686.175781, 4722D62D
[23][14]: 42958.175781, 4727CE2D
[23][15]: 44230.175781, 472CC62D
[23][16]: 45502.175781, 4731BE2D
[23][17]: 46774.175781, 4736B62D
[23][18]: 48046.175781, 473BAE2D
[23][19]: 49318.179688, 4740A62E
[23][20]: 50590.179688, 47459E2E
[23][21]: 51862.179688, 474A962E
[23][22]: 53134.179688, 474F8E2E
[23][23]: 54406.179688, 4754862E
[23][24]: 55678.179688, 47597E2E
[23][25]: 56950.179688, 475E762E
[23][26]: 58222.179688, 47636E2E
[23][27]: 59494.179688, 4768662E
[23][28]: 60766.179688, 476D5E2E
[23][29]: 62038.179688, 4772562E
[23][30]: 63310.179688, 47774E2E
[23][31]: 64582.179688, 477C462E
[24][0]: 25714.259766, 46C8E485
[24][1]: 27018.259766, 46D31485
[24][2]: 28322.259766, 46DD4485
[24][3]: 29626.259766, 46E77485
[24][4]: 30930.259766, 46F1A485
[24][5]: 32234.259766, 46FBD485
[24][6]: 33538.261719, 47030243
[24][7]: 34842.261719, 47081A43
[24][8]: 36146.257812, 470D3242
[24][9]: 37450.257812, 47124A42
[24][10]: 38754.257812, 47176242
[24][11]: 40058.261719, 471C7A43
[24][12]: 41362.261719, 47219243
[24][13]: 42666.257812, 4726AA42
[24][14]: 43970.257812, 472BC242
[24][15]: 45274.257812, 4730DA42
[24][16]: 46578.253906, 4735F241
[24][17]: 47882.253906, 473B0A41
[24][18]: 49186.257812, 47402242
[24][19]: 50490.257812, 47453A42
[24][20]: 51794.257812, 474A5242
[24][21]: 53098.257812, 474F6A42
[24][22]: 54402.257812, 47548242
[24][23]: 55706.257812, 47599A42
[24][24]: 57010.257812, 475EB242
[24][25]: 58314.257812, 4763CA42
[24][26]: 59618.257812, 4768E242
[24][27]: 60922.257812, 476DFA42
[24][28]: 62226.257812, 47731242
[24][29]: 63530.257812, 47782A42
[24][30]: 64834.257812, 477D4242
[24][31]: 66138.257812, 47812D21
[25][0]: 26278.337891, 46CD4CAD
[25][1]: 27614.337891, 46D7BCAD
[25][2]: 28950.337891, 46E22CAD
[25][3]: 30286.337891, 46EC9CAD
[25][4]: 31622.337891, 46F70CAD
[25][5]: 32958.339844, 4700BE57
[25][6]: 34294.339844, 4705F657
[25][7]: 35630.339844, 470B2E57
[25][8]: 36966.339844, 47106657
[25][9]: 38302.339844, 47159E57
[25][10]: 39638.339844, 471AD657
[25][11]: 40974.339844, 47200E57
[25][12]: 42310.339844, 47254657
[25][13]: 43646.343750, 472A7E58
[25][14]: 44982.343750, 472FB658
[25][15]: 46318.339844, 4734EE57
[25][16]: 47654.339844, 473A2657
[25][17]: 48990.335938, 473F5E56
[25][18]: 50326.335938, 47449656
[25][19]: 51662.339844, 4749CE57
[25][20]: 52998.339844, 474F0657
[25][21]: 54334.339844, 47543E57
[25][22]: 55670.339844, 47597657
[25][23]: 57006.339844, 475EAE57
[25][24]: 58342.339844, 4763E657
[25][25]: 59678.339844, 47691E57
[25][26]: 61014.339844, 476E5657
[25][27]: 62350.339844, 47738E57
[25][28]: 63686.339844, 4778C657
[25][29]: 65022.339844, 477DFE57
[25][30]: 66358.335938, 47819B2B
[25][31]: 67694.335938, 4784372B
[26][0]: 26842.417969, 46D1B4D6
[26][1]: 28210.417969, 46DC64D6
[26][2]: 29578.417969, 46E714D6
[26][3]: 30946.417969, 46F1C4D6
[26][4]: 32314.417969, 46FC74D6
[26][5]: 33682.417969, 4703926B
[26][6]: 35050.417969, 4708EA6B
[26][7]: 36418.417969, 470E426B
[26][8]: 37786.421875, 47139A6C
[26][9]: 39154.421875, 4718F26C
[26][10]: 40522.417969, 471E4A6B
[26][11]: 41890.417969, 4723A26B
[26][12]: 43258.417969, 4728FA6B
[26][13]: 44626.417969, 472E526B
[26][14]: 45994.417969, 4733AA6B
[26][15]: 47362.421875, 4739026C
[26][16]: 48730.417969, 473E5A6B
[26][17]: 50098.417969, 4743B26B
[26][18]: 51466.414062, 47490A6A
[26][19]: 52834.414062, 474E626A
[26][20]: 54202.414062, 4753BA6A
[26][21]: 55570.417969, 4759126B
[26][22]: 56938.417969, 475E6A6B
[26][23]: 58306.414062, 4763C26A
[26][24]: 59674.414062, 47691A6A
[26][25]: 61042.414062, 476E726A
[26][26]: 62410.414062, 4773CA6A
[26][27]: 63778.414062, 4779226A
[26][28]: 65146.414062, 477E7A6A
[26][29]: 66514.414062, 4781E935
[26][30]: 67882.414062, 47849535
[26][31]: 69250.414062, 47874135
[27][0]: 27406.500000, 46D61D00
[27][1]: 28806.500000, 46E10D00
[27][2]: 30206.500000, 46EBFD00
[27][3]: 31606.500000, 46F6ED00
[27][4]: 33006.500000, 4700EE80
[27][5]: 34406.500000, 47066680
[27][6]: 35806.500000, 470BDE80
[27][7]: 37206.500000, 47115680
[27][8]: 38606.500000, 4716CE80
[27][9]: 40006.500000, 471C4680
[27][10]: 41406.500000, 4721BE80
[27][11]: 42806.500000, 47273680
[27][12]: 44206.500000, 472CAE80
[27][13]: 45606.500000, 47322680
[27][14]: 47006.500000, 47379E80
[27][15]: 48406.500000, 473D1680
[27][16]: 49806.500000, 47428E80
[27][17]: 51206.500000, 47480680
[27][18]: 52606.496094, 474D7E7F
[27][19]: 54006.496094, 4752F67F
[27][20]: 55406.496094, 47586E7F
[27][21]: 56806.496094, 475DE67F
[27][22]: 58206.496094, 47635E7F
[27][23]: 59606.500000, 4768D680
[27][24]: 61006.500000, 476E4E80
[27][25]: 62406.500000, 4773C680
[27][26]: 63806.500000, 47793E80
[27][27]: 65206.500000, 477EB680
[27][28]: 66606.500000, 47821740
[27][29]: 68006.500000, 4784D340
[27][30]: 69406.500000, 47878F40
[27][31]: 70806.500000, 478A4B40
[28][0]: 27970.582031, 46DA852A
[28][1]: 29402.580078, 46E5B529
[28][2]: 30834.580078, 46F0E529
[28][3]: 32266.580078, 46FC1529
[28][4]: 33698.582031, 4703A295
[28][5]: 35130.582031, 47093A95
[28][6]: 36562.582031, 470ED295
[28][7]: 37994.582031, 47146A95
[28][8]: 39426.582031, 471A0295
[28][9]: 40858.582031, 471F9A95
[28][10]: 42290.582031, 47253295
[28][11]: 43722.582031, 472ACA95
[28][12]: 45154.582031, 47306295
[28][13]: 46586.582031, 4735FA95
[28][14]: 48018.582031, 473B9295
[28][15]: 49450.582031, 47412A95
[28][16]: 50882.582031, 4746C295
[28][17]: 52314.582031, 474C5A95
[28][18]: 53746.582031, 4751F295
[28][19]: 55178.578125, 47578A94
[28][20]: 56610.578125, 475D2294
[28][21]: 58042.578125, 4762BA94
[28][22]: 59474.578125, 47685294
[28][23]: 60906.578125, 476DEA94
[28][24]: 62338.582031, 47738295
[28][25]: 63770.582031, 47791A95
[28][26]: 65202.582031, 477EB295
[28][27]: 66634.578125, 4782254A
[28][28]: 68066.578125, 4784F14A
[28][29]: 69498.578125, 4787BD4A
[28][30]: 70930.578125, 478A894A
[28][31]: 72362.578125, 478D554A
[29][0]: 28534.660156, 46DEED52
[29][1]: 29998.660156, 46EA5D52
[29][2]: 31462.658203, 46F5CD51
[29][3]: 32926.660156, 47009EA9
[29][4]: 34390.660156, 470656A9
[29][5]: 35854.660156, 470C0EA9
[29][6]: 37318.660156, 4711C6A9
[29][7]: 38782.660156, 47177EA9
[29][8]: 40246.660156, 471D36A9
[29][9]: 41710.660156, 4722EEA9
[29][10]: 43174.660156, 4728A6A9
[29][11]: 44638.660156, 472E5EA9
[29][12]: 46102.660156, 473416A9
[29][13]: 47566.664062, 4739CEAA
[29][14]: 49030.660156, 473F86A9
[29][15]: 50494.660156, 47453EA9
[29][16]: 51958.660156, 474AF6A9
[29][17]: 53422.660156, 4750AEA9
[29][18]: 54886.660156, 475666A9
[29][19]: 56350.660156, 475C1EA9
[29][20]: 57814.660156, 4761D6A9
[29][21]: 59278.660156, 47678EA9
[29][22]: 60742.660156, 476D46A9
[29][23]: 62206.656250, 4772FEA8
[29][24]: 63670.656250, 4778B6A8
[29][25]: 65134.656250, 477E6EA8
